,location,district,rooms,size,level,max_levels,price
5921,"город Ташкент, Сергелийский район, Мирзы Турсунзаде",Сергелийский,4,84,7,9,70000
5922,"город Ташкент, Чиланзарский район, Алгоритм",Чиланзарский,3,70,2,4,46000
5923,"город Ташкент, Шайхантахурский район, 1-й проезд Бог",Шайхантахурский,3,67,1,5,52000
5924,"город Ташкент, Сергелийский район, Янги Куйлюк",Сергелийский,1,38,1,5,23000
5925,"город Ташкент, Юнусабадский район, Бодомзор",Юнусабадский,1,31,2,4,23000
5926,"город Ташкент, Олмазорский район, Каракамыш квартал 1/3",Олмазорский,1,41,4,4,22600
5927,"город Ташкент, Олмазорский район, Каракамыш квартал 2/1",Олмазорский,2,94,3,5,47000
5928,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,57,4,4,36000
5929,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,4,76.12,2,4,50000
5930,"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,78,2,9,47000
5931,"город Ташкент, Сергелийский район, Сергели-VII",Сергелийский,3,80,5,9,53000
5932,"город Ташкент, Юнусабадский район, Мечеть Бадамзар",Юнусабадский,3,85,1,9,85000
5933,"город Ташкент, Юнусабадский район, Юнусабад-2",Юнусабадский,1,23.70,4,4,18000
5934,"город Ташкент, Юнусабадский район, Юнусабад 19-й квартал",Юнусабадский,4,96,2,5,53000
5935,"город Ташкент, Яшнободский район, Янгибозор 44дом 29",Яшнободский,2,40,2,4,20000
5936,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,4,94,4,5,69999
5937,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,61,2,5,33500
5938,"город Ташкент, Мирзо-Улугбекский район, ТТЗ-2",Мирзо-Улугбекский,2,55,6,9,33500
5939,"город Ташкент, Мирзо-Улугбекский район, Малая кольцевая дорога",Мирзо-Улугбекский,2,69,12,12,33000
5940,"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,2,64,3,9,53500
5941,"город Ташкент, Шайхантахурский район, Янги-Бельтепа",Шайхантахурский,3,72,4,4,42000
5942,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,63,3,9,32000
5943,"город Ташкент, Мирзо-Улугбекский район, Темура Малика",Мирзо-Улугбекский,2,140,1,8,70000
5944,"город Ташкент, Юнусабадский район, Рабочий городок",Юнусабадский,7,190,1,3,72000
5945,"город Ташкент, Яккасарайский район, Юнуса Раджабий",Яккасарайский,1,45,3,4,41000
5946,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,2,63,3,9,32000
5947,"город Ташкент, Мирзо-Улугбекский район, ТТЗ",Мирзо-Улугбекский,2,55,4,4,32000
5948,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,3,78,7,9,55000
5949,"город Ташкент, Мирабадский район, ор-р Перфектум",Мирабадский,3,105,2,8,170000
5950,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,4,100,1,9,87000
5951,"город Ташкент, Шайхантахурский район, Хадра",Шайхантахурский,3,70,8,9,46000
5952,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,4,105,6,9,63000
5953,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,60,4,4,31500
5954,"город Ташкент, Мирабадский район, Чехова",Мирабадский,3,110,4,8,120000
5955,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,60,2,9,45000
5956,"город Ташкент, Яккасарайский район, 1-й тупик Бабура",Яккасарайский,2,60,5,9,47000
5957,"город Ташкент, Яккасарайский район, Кичик Бешагач",Яккасарайский,3,103,1,9,145000
5958,"город Ташкент, Учтепинский район, Фархад",Учтепинский,4,80,2,5,82000
5959,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,62,2,9,57000
5960,"город Ташкент, Чиланзарский район, Чиланзар 2 квартал Пионерская ул Арнасай",Чиланзарский,1,30,3,4,27500
5961,"город Ташкент, Чиланзарский район, Чиланзар 2 квартал Пионерская ул Арнасай",Чиланзарский,1,30,3,4,27500
5962,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,4,100,7,9,65000
5963,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,107,8,9,105000
5964,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,3,103,3,6,90000
5965,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,3,65,4,4,54000
5966,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,75,2,4,53000
5967,"город Ташкент, Шайхантахурский район, Бешагач",Шайхантахурский,3,72,4,9,60000
5968,"город Ташкент, Мирабадский район, НУКУССКАЯ (бутик ""ГЛАМУР"" )",Мирабадский,4,90,2,4,105000
5969,"город Ташкент, Мирзо-Улугбекский район, ц-1 Буюк ипак йули (Ц-1) ",Мирзо-Улугбекский,4,100,9,9,110000
5970,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,2,58,2,4,32000
5971,"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Мирзо-Улугбекский,3,70,2,4,41500
5972,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,95,1,9,118000
5973,"город Ташкент, Мирабадский район, Абдурауфа Фитрата",Мирабадский,1,27,3,3,18600
5974,"город Ташкент, Яшнободский район, Элбека",Яшнободский,4,320,4,4,255000
5975,"город Ташкент, Мирабадский район, Мингурик",Мирабадский,2,47,4,4,43000
5976,"город Ташкент, Яшнободский район, Эльбека",Яшнободский,4,320,4,4,255000
5977,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Олмачи",Мирзо-Улугбекский,3,78,4,4,66000
5978,"город Ташкент, Чиланзарский район, Чиланзар-9",Чиланзарский,2,60,3,4,39500
5979,"город Ташкент, Чиланзарский район, Чиланзар-19",Чиланзарский,2,60,3,9,35000
5980,"город Ташкент, Чиланзарский район",Чиланзарский,2,58,2,5,35500
5981,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,2,50,2,4,34500
5982,"город Ташкент, Чиланзарский район, Чиланзар-9",Чиланзарский,2,60,3,5,38000
5983,"город Ташкент, Чиланзарский район, Чиланзар-16",Чиланзарский,1,36,2,4,27500
5984,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,45,2,5,29500
5985,"город Ташкент, Чиланзарский район, Чиланзар-Ц",Чиланзарский,1,36,4,4,25500
5986,"город Ташкент, Чиланзарский район, Чиланзар-Ц",Чиланзарский,1,36,4,4,25500
5987,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,30,2,4,23500
5988,"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,2,62,3,9,53000
5989,"город Ташкент, Сергелийский район, Строитель",Сергелийский,2,74,2,9,34000
5990,"город Ташкент, Мирабадский район, Шахрисабз",Мирабадский,2,65,9,9,48500
5991,"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,2,65,9,9,47000
5992,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,3,50,3,4,38700
5993,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,1,44,2,9,27000
5994,"город Ташкент, Яшнободский район, Городок Авиастроителей 1-й квартал",Яшнободский,1,41,1,9,23000
5995,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,5,116,3,9,88000
5996,"город Ташкент, Мирзо-Улугбекский район, М. Улугбек",Мирзо-Улугбекский,2,41,3,5,36500
5997,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,1,43,4,4,62000
5998,"город Ташкент, Чиланзарский район, Малая кольцевая дорога",Чиланзарский,2,47,4,4,26000
5999,"город Ташкент, Мирабадский район, Буюк Турон",Мирабадский,2,80,9,9,66500
6000,"город Ташкент, Олмазорский район, Себзар",Олмазорский,2,57,5,5,35000
6001,"город Ташкент, Чиланзарский район, Малая кольцевая дорога",Чиланзарский,2,50,1,4,34500
6002,"город Ташкент, Яшнободский район, Улица иззат 58",Яшнободский,3,89.80,1,8,31500
6003,"город Ташкент, Яшнободский район, Улица иззат 58",Яшнободский,1,58.60,4,8,20500
6004,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,2,65,7,9,36500
6005,"город Ташкент, Юнусабадский район, Юнусабад 1-й квартал",Юнусабадский,2,70,4,9,60000
6006,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,1,33,4,4,25000
6007,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,92,3,5,61000
6008,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,4,95,3,5,61000
6009,"город Ташкент, Шайхантахурский район, Лабзак",Шайхантахурский,2,65,3,4,56500
6010,"город Ташкент, Сергелийский район, Сергели-V",Сергелийский,2,54,9,10,28423
6011,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,2,53,4,4,37000
6012,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,5,112,8,9,60000
6013,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,57,2,4,46000
6014,"город Ташкент, Мирабадский район, 7-й проезд Мироншаха",Мирабадский,4,103,6,9,70000
6015,"город Ташкент, Юнусабадский район, 1-й проезд Амира Темура",Юнусабадский,3,80,1,4,100000
6016,"город Ташкент, Яккасарайский район, 9-й проезд Абдуллы Каххара",Яккасарайский,4,84,5,12,70000
6017,"город Ташкент, Яшнободский район, Катта Куйлик",Яшнободский,4,100,3,9,60000
6018,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,123,1,5,300000
6019,"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,1,55,9,9,57000
6020,"город Ташкент, Мирабадский район, Якуба Коласа",Мирабадский,1,55,9,9,65000
6021,"город Ташкент, Мирзо-Улугбекский район, Тамары Ханум",Мирзо-Улугбекский,3,74,7,9,61000
6022,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,3,78,3,4,72000
6023,"город Ташкент, Яккасарайский район, Бобур",Яккасарайский,1,43,5,16,36500
6024,"город Ташкент, Яккасарайский район, Ракатбоши",Яккасарайский,1,28,4,4,29000
6025,"город Ташкент, Мирзо-Улугбекский район, Массив феруза",Мирзо-Улугбекский,3,70,4,5,46000
6026,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,1,37,2,4,24500
6027,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,1,42,1,5,26500
6028,"город Ташкент, Шайхантахурский район, Алишера Навои",Шайхантахурский,4,84,2,4,95000
6029,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,1,37,2,4,28000
6030,"город Ташкент, Юнусабадский район, Ахмад Даниш",Юнусабадский,3,72,7,9,46000
6031,"город Ташкент, Мирзо-Улугбекский район, Мирзо Улугбек пасолка",Мирзо-Улугбекский,1,33,4,4,19000
6032,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,42,2,5,33500
6033,"город Ташкент, Мирзо-Улугбекский район, Феруза-1",Мирзо-Улугбекский,5,100,4,4,48000
6034,"город Ташкент, Мирзо-Улугбекский район, Олий Химмат",Мирзо-Улугбекский,1,35,1,4,24500
6035,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 1-й квартал",Мирзо-Улугбекский,2,46,4,4,28000
6036,"город Ташкент, Мирзо-Улугбекский район, Хумаюн",Мирзо-Улугбекский,2,60,3,5,30500
6037,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,3,62,5,5,35000
6038,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,60,2,9,45000
6039,"город Ташкент, Янгихаётский район, Янги-Чаштепа",Янгихаётский,2,52,3,7,41000
6040,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,70,2,4,75000
6041,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,2,60,4,4,60000
6042,"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,3,52,3,5,65000
6043,"город Ташкент, Олмазорский район, Бешкурган 3-й квартал",Олмазорский,1,42,5,5,26500
6044,"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,2,42,3,5,52000
6045,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,1,15,3,4,12000
6046,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,3,103,3,6,90000
6047,"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,1,42,3,5,31500
6048,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,2,58,2,4,32000
6049,"город Ташкент, Мирзо-Улугбекский район, Феруза-2",Мирзо-Улугбекский,2,55,1,4,36000
6050,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,107,8,9,105000
6051,"город Ташкент, Юнусабадский район, ц-4 Кашгар (Ц-4) ",Юнусабадский,4,95,4,4,59900
6052,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,1,35,3,4,27000
6053,"город Ташкент, Чиланзарский район, Чапаната",Чиланзарский,1,28,2,4,24000
6054,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Бузбазар",Мирзо-Улугбекский,2,55,4,5,34500
6055,"город Ташкент, Мирзо-Улугбекский район, Улица Буюк ипак йули",Мирзо-Улугбекский,1,18,6,9,10500
6056,"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Мирзо-Улугбекский,2,55,2,5,32500
6057,"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Мирзо-Улугбекский,2,55,1,5,36000
6058,"город Ташкент, Юнусабадский район, ц-6 Минор (Ц-6) ",Юнусабадский,3,75,4,9,77000
6059,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,1,41,3,5,26000
6060,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,3,72,3,9,45500
6061,"город Ташкент, Мирзо-Улугбекский район, Тамары Ханум",Мирзо-Улугбекский,3,110,1,4,110000
6062,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,5,115,5,9,83000
6063,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,110,5,9,85000
6064,"город Ташкент, Мирзо-Улугбекский район, Муминова",Мирзо-Улугбекский,4,86,2,5,80000
6065,"город Ташкент, Сергелийский район, 1-й проезд Сергели",Сергелийский,2,44,1,7,34000
6066,"город Ташкент, Мирабадский район, Тонг Юлдузи",Мирабадский,2,40,1,1,26000
6067,"город Ташкент, Яшнободский район, Оханграбо",Яшнободский,4,94,4,4,37000
6068,"город Ташкент, Мирабадский район, Тонг Юлдузи",Мирабадский,2,40,1,1,26000
6069,"город Ташкент, Яшнободский район, Оханграбо",Яшнободский,4,94,4,4,37000
6070,"город Ташкент, Мирабадский район, Куйлюк-2",Мирабадский,1,40,1,4,22500
6071,"город Ташкент, Сергелийский район, Сергели-VIIIА",Сергелийский,3,82,7,10,43160
6072,"город Ташкент, Яшнободский район, 1-й проезд Мумтоз",Яшнободский,2,50,4,4,24000
6073,"город Ташкент, Сергелийский район, Сергели-6",Сергелийский,2,56,1,7,38000
6074,"город Ташкент, Олмазорский район, 1-й проезд Карасарай",Олмазорский,3,80,6,7,58000
6075,"город Ташкент, Чиланзарский район, Шарк",Чиланзарский,2,58,4,9,31500
6076,"город Ташкент, Юнусабадский район, ц-4 Кашгар (Ц-4) ",Юнусабадский,4,82,1,4,85000
6077,"город Ташкент, Шайхантахурский район, Самарканд Дарвоза",Шайхантахурский,2,75,4,7,47000
6078,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,104,8,9,94000
6079,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,2,50,4,4,29500
6080,"город Ташкент, Мирабадский район, Кушкуприк",Мирабадский,2,65,1,2,30000
6081,"город Ташкент, Яшнободский район, Ташсельмаш",Яшнободский,3,105,4,8,160000
6082,"город Ташкент, Яшнободский район, Тузель-1 40лет-1",Яшнободский,3,70,3,4,42000
6083,"город Ташкент, Чиланзарский район, Чиланзар-17",Чиланзарский,2,60,5,9,35000
6084,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,50,3,5,33500
6085,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,2,50,2,4,34500
6086,"город Ташкент, Учтепинский район, Чиланзар-26",Учтепинский,2,65,4,5,38500
6087,"город Ташкент, Чиланзарский район, Чиланзар-16",Чиланзарский,2,50,1,5,37000
6088,"город Ташкент, Чиланзарский район, Чиланзар-13",Чиланзарский,1,40,1,5,25500
6089,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,1,32,1,4,27000
6090,"город Ташкент, Мирзо-Улугбекский район, Паркентская (Генерала Петрова) ",Мирзо-Улугбекский,2,65,5,9,38800
6091,"город Ташкент, Мирзо-Улугбекский район, Паркентская (Генерала Петрова) ",Мирзо-Улугбекский,4,180,3,9,110000
6092,"город Ташкент, Яшнободский район, Паркентская (Генерала Петрова,) ",Яшнободский,3,90,5,9,55000
6093,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,69,5,7,52000
6094,"город Ташкент, Учтепинский район, Чиланзар 12-й квартал",Учтепинский,3,72,7,9,39000
6095,"город Ташкент, Мирабадский район, 1-й проезд Сайхун",Мирабадский,3,81,3,5,41500
6096,"город Ташкент, Чиланзарский район, Чиланзар 8квартал",Чиланзарский,1,30,2,4,29300
6097,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,1,30,4,4,25900
6098,"город Ташкент, Учтепинский район, 1-й проезд Замахшари",Учтепинский,2,59,4,9,32000
6099,"город Ташкент, Юнусабадский район, 1-й проезд Амира Темура",Юнусабадский,2,60,4,8,Договорная
6100,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,3,65,4,4,43500
6101,"город Ташкент, Чиланзарский район, Чиланзар квартал Е",Чиланзарский,3,72,5,9,57000
6102,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,55,2,4,55000
6103,"город Ташкент, Юнусабадский район, Ц6",Юнусабадский,3,75,4,9,80000
6104,"город Ташкент, Яккасарайский район, Абдуллы Каххара",Яккасарайский,2,65,1,4,40000
6105,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,100,15,16,130000
6106,"город Ташкент, Юнусабадский район, Хушнаво",Юнусабадский,2,45,1,5,40000
6107,"город Ташкент, Шайхантахурский район, Себзар",Шайхантахурский,3,96,4,8,110000
6108,"город Ташкент, Мирабадский район, Банокатий",Мирабадский,3,72,1,2,40000
6109,"город Ташкент, Яккасарайский район, ул.Мукимий",Яккасарайский,2,65,4,7,88000
6110,"город Ташкент, Мирабадский район, Нукуская",Мирабадский,4,200,5,8,265000
6111,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,4,102,2,5,55000
6112,"город Ташкент, Яккасарайский район, Бабура 85",Яккасарайский,3,70,11,13,45000
6113,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,1,38,3,5,22500
6114,"город Ташкент, Юнусабадский район, Юнус-абад 6 кв л",Юнусабадский,3,72,3,4,42000
6115,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,4,92,5,5,41500
6116,"город Ташкент, Сергелийский район, 1-й проезд Дустлик",Сергелийский,2,52,1,7,34900
6117,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,100,6,9,70000
6118,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,84,8,12,56000
6119,"город Ташкент, Юнусабадский район, Юнусабад 11-й квартал",Юнусабадский,2,65,2,4,38500
6120,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,4,100,2,4,78000
6121,"город Ташкент, Мирабадский район, Куйлюк-3",Мирабадский,2,55,3,3,26900
6122,"город Ташкент, Сергелийский район, 1-й проезд 3-й улицы Обод",Сергелийский,3,76,5,5,33000
6123,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,4,165,2,4,210000
6124,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,135,2,4,165000
6125,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,147,3,12,132000
6126,"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Учтепинский,3,70,2,5,43500
6127,"город Ташкент, Яккасарайский район, Мухандислар",Яккасарайский,4,150,2,7,200000
6128,"город Ташкент, Яккасарайский район, Кушбеги",Яккасарайский,2,58,4,5,45000
6129,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,4,96,5,9,66000
6130,"город Ташкент, Шайхантахурский район, 1-й проезд Кукча Дарвоза",Шайхантахурский,3,72,2,5,48000
6131,"город Ташкент, Олмазорский район, 30-й тупик Сагбан",Олмазорский,3,107,3,7,98000
6132,"город Ташкент, Мирабадский район, ГОСПИТАЛЬНЫЙ",Мирабадский,5,115,7,9,105000
6133,"город Ташкент, Юнусабадский район, город Ташкент> ю",Юнусабадский,3,42,3,4,1344000
6134,"город Ташкент, Юнусабадский район, 1-й проезд Бадамзор",Юнусабадский,2,63,5,9,45000
6135,"город Ташкент, Сергелийский район, 1-й проезд Сергели",Сергелийский,4,135,1,3,70500
6136,"город Ташкент, Чиланзарский район, Бунедкор 15",Чиланзарский,3,72,4,12,60000
6137,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,3,72,9,9,40000
6138,"город Ташкент, Мирзо-Улугбекский район, Подшобог",Мирзо-Улугбекский,3,79,5,5,45000
6139,"город Ташкент, Мирабадский район, Афросиаб (пр-т Косманавтов) ",Мирабадский,4,100,3,4,125000
6140,"город Ташкент, Мирабадский район, Фаровон",Мирабадский,4,115,9,9,75000
6141,"город Ташкент, Олмазорский район, Камарнисо",Олмазорский,6,200,3,4,65000
6142,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",Юнусабадский,3,76.87,2,4,80000
6143,"город Ташкент, Мирзо-Улугбекский район, Паркент",Мирзо-Улугбекский,3,108,4,7,105000
6144,"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,90,5,9,90000
6145,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,4,140,1,4,110000
6146,"город Ташкент, Мирзо-Улугбекский район, 1-й Паркентский проезд",Мирзо-Улугбекский,2,56,7,9,39000
6147,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,2,42,4,4,31500
6148,"город Ташкент, Чиланзарский район, Чиланзар 1-й квартал",Чиланзарский,2,57,2,4,46900
6149,"город Ташкент, Яшнободский район, Шумиловский городок",Яшнободский,2,54,4,4,31500
6150,"город Ташкент, Чиланзарский район, Аль-Хорезми-2",Чиланзарский,3,75,5,9,51000
6151,"город Ташкент, Мирабадский район, Фидокор (Чехова) ",Мирабадский,2,65,9,9,45000
6152,"город Ташкент, Шайхантахурский район, Коратош",Шайхантахурский,4,98,1,5,92000
6153,"город Ташкент, Мирзо-Улугбекский район, Феруза-2 Военный городок",Мирзо-Улугбекский,2,58,3,5,34000
6154,"город Ташкент, Яккасарайский район, 1-й проезд Мукими",Яккасарайский,3,70,4,4,70500
6155,"город Ташкент, Мирзо-Улугбекский район, Мухаммада Юсуфа (Дагестанская) ",Мирзо-Улугбекский,3,56,5,5,50000
6156,"город Ташкент, Мирабадский район, Ташкент, Мирабад рынок",Мирабадский,3,100,1,9,142000
6157,"город Ташкент, Мирабадский район, Ташкент, Мирабад",Мирабадский,4,170,3,9,170000
6158,"город Ташкент, Мирзо-Улугбекский район, Мирзакалон Исмоилий",Мирзо-Улугбекский,3,75,3,14,67000
6159,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,30,1,3,25000
6160,"город Ташкент, Юнусабадский район, проспект Амира Темура",Юнусабадский,2,62,3,4,57500
6161,"город Ташкент, Шайхантахурский район, Тошкуча",Шайхантахурский,5,97,4,5,58000
6162,"город Ташкент, Мирзо-Улугбекский район, Буз-2 (Буз) ",Мирзо-Улугбекский,2,60,2,4,49000
6163,"город Ташкент, Юнусабадский район, ц-4 Кашгар (Ц-4) ",Юнусабадский,4,82,1,4,85000
6164,"город Ташкент, Яшнободский район, 1-й проезд Иззат",Яшнободский,2,47,4,5,26000
6165,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,4,80,1,5,52000
6166,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,3,58,5,5,35000
6167,"город Ташкент, Яшнободский район, Авиасозлар/ ул. Мухтар Ашрафи",Яшнободский,3,70,2,4,48000
6168,"город Ташкент, Яшнободский район, Махтумкули",Яшнободский,3,62,6,7,60000
6169,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,2,46,5,10,23000
6170,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,1,38,5,5,19000
6171,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,2,45,5,10,22500
6172,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,2,69,5,10,34500
6173,"город Ташкент, Мирзо-Улугбекский район, Сайрам",Мирзо-Улугбекский,2,43,3,10,21500
6174,"город Ташкент, Яшнободский район, Чилонота",Яшнободский,3,87,3,6,34800
6175,"город Ташкент, Яшнободский район, Ахангаран Йули",Яшнободский,3,80,1,4,85000
6176,"город Ташкент, Мирзо-Улугбекский район, Элобод",Мирзо-Улугбекский,2,45,1,4,39000
6177,"город Ташкент, Яшнободский район, Оханграбо",Яшнободский,2,50,5,5,23500
6178,"город Ташкент, Мирзо-Улугбекский район, Ахмада Югнаки",Мирзо-Улугбекский,2,62,2,5,33500
6179,"город Ташкент, Юнусабадский район, ц-4 Кашгар (Ц-4) ",Юнусабадский,4,82,1,4,85000
6180,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,4,92,3,5,63000
6181,"город Ташкент, Мирзо-Улугбекский район, проезд Каландар",Мирзо-Улугбекский,2,50,4,5,31000
6182,"город Ташкент, Яккасарайский район, КИЧИК БЕШАГАЧ ( Ляби хауз)",Яккасарайский,3,103,1,9,105000
6183,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,3,70,5,5,40000
6184,"город Ташкент, Учтепинский район, Чиланзар 26-й квартал",Учтепинский,3,70,4,5,46000
6185,"город Ташкент, Мирабадский район, Ойбек",Мирабадский,3,75,7,9,90000
6186,"город Ташкент, Яккасарайский район, Улица Самаркандский",Яккасарайский,2,42,2,2,43000
6187,"город Ташкент, Учтепинский район, Чиланзар 24-й квартал",Учтепинский,3,70,5,5,44000
6188,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,3,60,1,4,52500
6189,"город Ташкент, Яшнободский район, Фергана Йули",Яшнободский,4,70.06,4,4,50000
6190,"город Ташкент, Учтепинский район, Чиланзар-24",Учтепинский,2,44,1,4,29500
6191,"город Ташкент, Учтепинский район, Чиланзар 11-й квартал",Учтепинский,3,63,1,4,69000
