,district,rooms,size,level,max_levels,price
6032,Мирзо-Улугбекский,2,42.0,2,5,33500.0
6033,Мирзо-Улугбекский,5,100.0,4,4,48000.0
6034,Мирзо-Улугбекский,1,35.0,1,4,24500.0
6035,Мирзо-Улугбекский,2,46.0,4,4,28000.0
6036,Мирзо-Улугбекский,2,60.0,3,5,30500.0
6037,Мирзо-Улугбекский,3,62.0,5,5,35000.0
6038,Юнусабадский,2,60.0,2,9,45000.0
6039,Янгихаётский,2,52.0,3,7,41000.0
6040,Мирабадский,3,70.0,2,4,75000.0
6041,Мирабадский,2,60.0,4,4,60000.0
6042,Яккасарайский,3,52.0,3,5,65000.0
6043,Олмазорский,1,42.0,5,5,26500.0
6044,Яккасарайский,2,42.0,3,5,52000.0
6045,Чиланзарский,1,15.0,3,4,12000.0
6046,Юнусабадский,3,103.0,3,6,90000.0
6047,Чиланзарский,1,42.0,3,5,31500.0
6048,Учтепинский,2,58.0,2,4,32000.0
6049,Мирзо-Улугбекский,2,55.0,1,4,36000.0
6050,Мирабадский,4,107.0,8,9,105000.0
6051,Юнусабадский,4,95.0,4,4,59900.0
6052,Чиланзарский,1,35.0,3,4,27000.0
6053,Чиланзарский,1,28.0,2,4,24000.0
6054,Мирзо-Улугбекский,2,55.0,4,5,34500.0
6055,Мирзо-Улугбекский,1,18.0,6,9,10500.0
6056,Мирзо-Улугбекский,2,55.0,2,5,32500.0
6057,Мирзо-Улугбекский,2,55.0,1,5,36000.0
6058,Юнусабадский,3,75.0,4,9,77000.0
6059,Учтепинский,1,41.0,3,5,26000.0
6060,Учтепинский,3,72.0,3,9,45500.0
6061,Мирзо-Улугбекский,3,110.0,1,4,110000.0
6062,Мирабадский,5,115.0,5,9,83000.0
6063,Мирабадский,4,110.0,5,9,85000.0
6064,Мирзо-Улугбекский,4,86.0,2,5,80000.0
6065,Сергелийский,2,44.0,1,7,34000.0
6066,Мирабадский,2,40.0,1,1,26000.0
6067,Яшнободский,4,94.0,4,4,37000.0
6068,Мирабадский,2,40.0,1,1,26000.0
6069,Яшнободский,4,94.0,4,4,37000.0
6070,Мирабадский,1,40.0,1,4,22500.0
6071,Сергелийский,3,82.0,7,10,43160.0
6072,Яшнободский,2,50.0,4,4,24000.0
6073,Сергелийский,2,56.0,1,7,38000.0
6074,Олмазорский,3,80.0,6,7,58000.0
6075,Чиланзарский,2,58.0,4,9,31500.0
6076,Юнусабадский,4,82.0,1,4,85000.0
6077,Шайхантахурский,2,75.0,4,7,47000.0
6078,Мирабадский,4,104.0,8,9,94000.0
6079,Учтепинский,2,50.0,4,4,29500.0
6080,Мирабадский,2,65.0,1,2,30000.0
6081,Яшнободский,3,105.0,4,8,160000.0
6082,Яшнободский,3,70.0,3,4,42000.0
6083,Чиланзарский,2,60.0,5,9,35000.0
6084,Чиланзарский,2,50.0,3,5,33500.0
6085,Чиланзарский,2,50.0,2,4,34500.0
6086,Учтепинский,2,65.0,4,5,38500.0
6087,Чиланзарский,2,50.0,1,5,37000.0
6088,Чиланзарский,1,40.0,1,5,25500.0
6089,Чиланзарский,1,32.0,1,4,27000.0
6090,Мирзо-Улугбекский,2,65.0,5,9,38800.0
6091,Мирзо-Улугбекский,4,180.0,3,9,110000.0
6092,Яшнободский,3,90.0,5,9,55000.0
6093,Юнусабадский,2,69.0,5,7,52000.0
6094,Учтепинский,3,72.0,7,9,39000.0
6095,Мирабадский,3,81.0,3,5,41500.0
6096,Чиланзарский,1,30.0,2,4,29300.0
6097,Чиланзарский,1,30.0,4,4,25900.0
6098,Учтепинский,2,59.0,4,9,32000.0
6099,Юнусабадский,2,60.0,4,8,
6100,Чиланзарский,3,65.0,4,4,43500.0
6101,Чиланзарский,3,72.0,5,9,57000.0
6102,Юнусабадский,2,55.0,2,4,55000.0
6103,Юнусабадский,3,75.0,4,9,80000.0
6104,Яккасарайский,2,65.0,1,4,40000.0
6105,Мирабадский,4,100.0,15,16,130000.0
6106,Юнусабадский,2,45.0,1,5,40000.0
6107,Шайхантахурский,3,96.0,4,8,110000.0
6108,Мирабадский,3,72.0,1,2,40000.0
6109,Яккасарайский,2,65.0,4,7,88000.0
6110,Мирабадский,4,200.0,5,8,265000.0
6111,Мирзо-Улугбекский,4,102.0,2,5,55000.0
6112,Яккасарайский,3,70.0,11,13,45000.0
6113,Мирзо-Улугбекский,1,38.0,3,5,22500.0
6114,Юнусабадский,3,72.0,3,4,42000.0
6115,Мирзо-Улугбекский,4,92.0,5,5,41500.0
6116,Сергелийский,2,52.0,1,7,34900.0
6117,Мирабадский,4,100.0,6,9,70000.0
6118,Мирзо-Улугбекский,3,84.0,8,12,56000.0
6119,Юнусабадский,2,65.0,2,4,38500.0
6120,Мирабадский,4,100.0,2,4,78000.0
6121,Мирабадский,2,55.0,3,3,26900.0
6122,Сергелийский,3,76.0,5,5,33000.0
6123,Мирабадский,4,165.0,2,4,210000.0
6124,Мирабадский,4,135.0,2,4,165000.0
6125,Мирабадский,4,147.0,3,12,132000.0
6126,Учтепинский,3,70.0,2,5,43500.0
6127,Яккасарайский,4,150.0,2,7,200000.0
6128,Яккасарайский,2,58.0,4,5,45000.0
6129,Яккасарайский,4,96.0,5,9,66000.0
6130,Шайхантахурский,3,72.0,2,5,48000.0
6131,Олмазорский,3,107.0,3,7,98000.0
6132,Мирабадский,5,115.0,7,9,105000.0
6133,Юнусабадский,3,42.0,3,4,1344000.0
6134,Юнусабадский,2,63.0,5,9,45000.0
6135,Сергелийский,4,135.0,1,3,70500.0
6136,Чиланзарский,3,72.0,4,12,60000.0
6137,Учтепинский,3,72.0,9,9,40000.0
6138,Мирзо-Улугбекский,3,79.0,5,5,45000.0
6139,Мирабадский,4,100.0,3,4,125000.0
6140,Мирабадский,4,115.0,9,9,75000.0
6141,Олмазорский,6,200.0,3,4,65000.0
6142,Юнусабадский,3,76.87,2,4,80000.0
6143,Мирзо-Улугбекский,3,108.0,4,7,105000.0
6144,Яшнободский,3,90.0,5,9,90000.0
6145,Мирзо-Улугбекский,4,140.0,1,4,110000.0
6146,Мирзо-Улугбекский,2,56.0,7,9,39000.0
6147,Чиланзарский,2,42.0,4,4,31500.0
6148,Чиланзарский,2,57.0,2,4,46900.0
6149,Яшнободский,2,54.0,4,4,31500.0
6150,Чиланзарский,3,75.0,5,9,51000.0
6151,Мирабадский,2,65.0,9,9,45000.0
6152,Шайхантахурский,4,98.0,1,5,92000.0
6153,Мирзо-Улугбекский,2,58.0,3,5,34000.0
6154,Яккасарайский,3,70.0,4,4,70500.0
6155,Мирзо-Улугбекский,3,56.0,5,5,50000.0
6156,Мирабадский,3,100.0,1,9,142000.0
6157,Мирабадский,4,170.0,3,9,170000.0
6158,Мирзо-Улугбекский,3,75.0,3,14,67000.0
6159,Чиланзарский,1,30.0,1,3,25000.0
6160,Юнусабадский,2,62.0,3,4,57500.0
6161,Шайхантахурский,5,97.0,4,5,58000.0
6162,Мирзо-Улугбекский,2,60.0,2,4,49000.0
6163,Юнусабадский,4,82.0,1,4,85000.0
6164,Яшнободский,2,47.0,4,5,26000.0
6165,Учтепинский,4,80.0,1,5,52000.0
6166,Учтепинский,3,58.0,5,5,35000.0
6167,Яшнободский,3,70.0,2,4,48000.0
6168,Яшнободский,3,62.0,6,7,60000.0
6169,Мирзо-Улугбекский,2,46.0,5,10,23000.0
6170,Мирзо-Улугбекский,1,38.0,5,5,19000.0
6171,Мирзо-Улугбекский,2,45.0,5,10,22500.0
6172,Мирзо-Улугбекский,2,69.0,5,10,34500.0
6173,Мирзо-Улугбекский,2,43.0,3,10,21500.0
6174,Яшнободский,3,87.0,3,6,34800.0
6175,Яшнободский,3,80.0,1,4,85000.0
6176,Мирзо-Улугбекский,2,45.0,1,4,39000.0
6177,Яшнободский,2,50.0,5,5,23500.0
6178,Мирзо-Улугбекский,2,62.0,2,5,33500.0
6179,Юнусабадский,4,82.0,1,4,85000.0
6180,Мирзо-Улугбекский,4,92.0,3,5,63000.0
6181,Мирзо-Улугбекский,2,50.0,4,5,31000.0
6182,Яккасарайский,3,103.0,1,9,105000.0
6183,Учтепинский,3,70.0,5,5,40000.0
6184,Учтепинский,3,70.0,4,5,46000.0
6185,Мирабадский,3,75.0,7,9,90000.0
6186,Яккасарайский,2,42.0,2,2,43000.0
6187,Учтепинский,3,70.0,5,5,44000.0
6188,Чиланзарский,3,60.0,1,4,52500.0
6189,Яшнободский,4,70.06,4,4,50000.0
6190,Учтепинский,2,44.0,1,4,29500.0
6191,Учтепинский,3,63.0,1,4,69000.0
6192,Чиланзарский,3,72.0,5,9,53000.0
6193,Учтепинский,3,72.0,5,5,45000.0
6194,Чиланзарский,3,62.0,3,4,38000.0
6195,Учтепинский,2,48.0,5,5,27000.0
6196,Чиланзарский,2,42.0,4,4,31000.0
6197,Учтепинский,3,70.0,1,4,54000.0
6198,Чиланзарский,2,48.0,2,3,34000.0
6199,Учтепинский,1,33.0,2,4,28000.0
6200,Учтепинский,2,50.0,4,4,30000.0
6201,Чиланзарский,1,30.0,2,4,28200.0
6202,Учтепинский,4,73.0,1,5,65000.0
6203,Мирабадский,3,90.0,3,4,118000.0
6204,Мирзо-Улугбекский,3,131.0,1,8,150000.0
6205,Чиланзарский,3,70.0,4,4,51000.0
6206,Мирабадский,4,100.0,5,5,54500.0
6207,Учтепинский,4,76.0,4,4,47500.0
6208,Учтепинский,2,45.0,4,5,30000.0
6209,Чиланзарский,1,38.0,1,4,28900.0
6210,Чиланзарский,1,27.0,3,4,32000.0
6211,Чиланзарский,5,117.0,1,4,95000.0
6212,Чиланзарский,4,78.0,2,4,65000.0
6213,Чиланзарский,2,50.0,3,5,36500.0
6214,Чиланзарский,2,60.0,4,9,34500.0
6215,Чиланзарский,1,40.0,1,4,27500.0
6216,Чиланзарский,2,54.0,3,5,32000.0
6217,Чиланзарский,3,65.0,4,4,38500.0
6218,Чиланзарский,2,48.0,2,4,38000.0
6219,Учтепинский,1,58.0,9,12,26000.0
6220,Учтепинский,3,75.0,3,9,51500.0
6221,Чиланзарский,1,32.0,4,4,27700.0
6222,Учтепинский,3,72.0,1,9,60000.0
6223,Чиланзарский,2,46.0,4,4,31000.0
6224,Чиланзарский,3,78.0,3,5,58000.0
6225,Учтепинский,3,80.0,3,4,55500.0
6226,Учтепинский,4,108.0,3,3,70000.0
6227,Чиланзарский,3,135.0,1,4,148000.0
6228,Учтепинский,4,98.0,4,4,58000.0
6229,Чиланзарский,2,47.0,1,4,33000.0
6230,Учтепинский,4,80.0,5,5,53000.0
6231,Чиланзарский,4,72.0,4,4,50000.0
6232,Яшнободский,2,52.0,8,9,27000.0
6233,Чиланзарский,4,98.0,3,9,84000.0
6234,Учтепинский,4,92.0,3,4,59500.0
6235,Учтепинский,3,72.0,8,9,40000.0
6236,Учтепинский,4,80.0,1,4,47000.0
6237,Учтепинский,3,70.0,5,5,44000.0
6238,Учтепинский,3,70.0,9,9,44000.0
6239,Учтепинский,2,50.0,4,4,35000.0
6240,Чиланзарский,2,52.0,3,4,38900.0
6241,Учтепинский,3,67.0,3,4,51000.0
6242,Учтепинский,3,84.0,14,16,49000.0
6243,Учтепинский,3,60.0,4,4,45000.0
6244,Чиланзарский,1,33.0,3,4,24500.0
6245,Учтепинский,4,120.0,1,4,110000.0
6246,Учтепинский,2,61.0,6,9,37000.0
6247,Учтепинский,2,50.0,1,4,52500.0
6248,Учтепинский,3,70.0,4,4,47500.0
6249,Учтепинский,3,70.0,4,4,41500.0
6250,Чиланзарский,3,68.0,3,4,57500.0
6251,Чиланзарский,3,65.0,1,4,43000.0
6252,Чиланзарский,2,42.0,1,4,41500.0
6253,Чиланзарский,3,110.0,3,9,78000.0
6254,Чиланзарский,3,68.0,3,4,50000.0
6255,Чиланзарский,2,45.0,4,4,32000.0
6256,Чиланзарский,3,68.0,4,5,55000.0
6257,Чиланзарский,3,65.0,1,4,48000.0
6258,Чиланзарский,2,43.0,1,4,32000.0
6259,Чиланзарский,2,54.0,3,4,45500.0
6260,Чиланзарский,2,52.0,2,4,56500.0
6261,Чиланзарский,2,63.0,2,5,46500.0
6262,Мирабадский,4,135.0,3,9,105000.0
6263,Учтепинский,4,90.0,5,5,46000.0
6264,Учтепинский,4,90.0,3,5,58000.0
6265,Учтепинский,3,92.0,9,9,47500.0
6266,Чиланзарский,3,80.0,8,9,66000.0
6267,Учтепинский,3,72.0,1,9,48000.0
6268,Учтепинский,2,71.0,4,5,67000.0
6269,Чиланзарский,3,76.0,5,5,49000.0
6270,Чиланзарский,2,45.0,4,4,36500.0
6271,Учтепинский,4,137.0,5,5,94000.0
6272,Шайхантахурский,4,100.0,9,9,68000.0
6273,Шайхантахурский,4,100.0,2,9,87000.0
6274,Шайхантахурский,2,57.0,4,5,35000.0
6275,Олмазорский,2,52.0,1,4,52500.0
6276,Сергелийский,2,58.0,1,3,41000.0
6277,Юнусабадский,1,42.0,1,4,53000.0
6278,Учтепинский,2,28.0,1,4,43000.0
6279,Чиланзарский,3,90.0,4,4,84000.0
6280,Чиланзарский,3,64.0,2,4,46000.0
6281,Чиланзарский,3,66.0,9,9,73500.0
6282,Чиланзарский,2,55.0,4,4,43000.0
6283,Учтепинский,2,40.0,2,4,35000.0
6284,Учтепинский,2,47.0,3,4,32000.0
6285,Учтепинский,2,53.0,4,4,31500.0
6286,Учтепинский,2,52.0,2,4,35000.0
6287,Учтепинский,2,45.0,1,4,35000.0
6288,Учтепинский,2,50.0,4,4,37000.0
6289,Учтепинский,2,43.0,2,5,37000.0
6290,Чиланзарский,2,46.0,3,4,33000.0
6291,Чиланзарский,2,48.0,2,4,38000.0
6292,Чиланзарский,2,50.0,2,4,40000.0
6293,Чиланзарский,2,45.0,3,4,42500.0
6294,Учтепинский,4,80.0,1,5,65000.0
6295,Чиланзарский,4,100.0,3,4,57000.0
6296,Чиланзарский,4,80.0,4,4,51500.0
6297,Чиланзарский,4,96.0,8,9,57500.0
6298,Чиланзарский,4,90.0,9,9,53000.0
6299,Чиланзарский,4,94.0,3,9,119000.0
6300,Учтепинский,3,80.0,7,9,45000.0
6301,Учтепинский,3,68.0,3,5,57000.0
6302,Учтепинский,3,68.0,6,9,44000.0
6303,Чиланзарский,3,110.0,4,4,78500.0
6304,Учтепинский,3,65.0,4,5,53000.0
6305,Учтепинский,2,33.0,8,9,23500.0
6306,Учтепинский,2,40.0,7,9,22500.0
6307,Учтепинский,2,56.0,5,5,34000.0
6308,Учтепинский,2,42.0,1,5,31000.0
6309,Чиланзарский,2,52.0,4,4,39000.0
6310,Учтепинский,2,52.0,2,4,41000.0
6311,Учтепинский,2,47.0,3,5,36000.0
6312,Чиланзарский,2,40.0,4,4,35000.0
6313,Чиланзарский,2,65.0,4,9,57200.0
6314,Чиланзарский,3,69.0,3,4,44000.0
6315,Яккасарайский,2,60.0,4,5,70000.0
6316,Чиланзарский,3,65.0,1,4,49500.0
6317,Чиланзарский,1,32.0,4,4,27500.0
6318,Чиланзарский,3,70.0,3,5,51500.0
6319,Чиланзарский,2,46.0,2,4,34500.0
6320,Чиланзарский,3,67.0,2,4,44000.0
6321,Яккасарайский,2,58.0,5,5,47000.0
6322,Учтепинский,2,65.0,3,9,46000.0
6323,Чиланзарский,1,30.0,2,4,26500.0
6324,Учтепинский,2,45.0,4,4,31500.0
6325,Учтепинский,2,58.0,3,9,35000.0
6326,Мирзо-Улугбекский,2,62.0,1,9,57000.0
6327,Учтепинский,2,58.0,10,12,36000.0
6328,Чиланзарский,4,74.0,4,4,53000.0
6329,Чиланзарский,4,98.0,9,9,53000.0
6330,Чиланзарский,4,90.0,7,9,95000.0
6331,Чиланзарский,4,73.0,3,4,66200.0
6332,Чиланзарский,5,206.0,1,9,190000.0
6333,Чиланзарский,3,58.0,2,4,40500.0
6334,Учтепинский,3,66.0,2,5,67000.0
6335,Чиланзарский,2,63.0,5,9,40300.0
6336,Чиланзарский,3,65.0,4,4,41000.0
6337,Чиланзарский,1,42.0,5,9,35000.0
6338,Чиланзарский,1,20.0,3,9,14500.0
6339,Чиланзарский,3,70.0,4,4,46500.0
6340,Чиланзарский,3,70.0,5,5,40000.0
6341,Учтепинский,3,63.0,4,4,40000.0
6342,Учтепинский,4,120.0,1,4,93500.0
6343,Чиланзарский,2,64.0,3,4,56500.0
6344,Чиланзарский,2,43.0,2,4,39800.0
6345,Учтепинский,1,33.0,3,4,23500.0
6346,Чиланзарский,1,28.0,1,4,25500.0
6347,Мирзо-Улугбекский,1,40.0,3,3,30000.0
6348,Чиланзарский,4,85.0,9,9,68000.0
6349,Чиланзарский,3,68.0,2,4,56000.0
6350,Юнусабадский,2,60.0,3,9,48000.0
6351,Чиланзарский,2,62.0,2,4,40000.0
6352,Чиланзарский,2,69.0,5,9,59000.0
6353,Учтепинский,3,90.0,7,9,52500.0
6354,Учтепинский,3,55.0,2,4,43500.0
6355,Чиланзарский,3,70.0,5,5,41000.0
6356,Чиланзарский,1,38.0,3,4,31500.0
6357,Чиланзарский,3,100.0,4,12,54000.0
6358,Учтепинский,3,92.0,1,4,65000.0
6359,Мирзо-Улугбекский,3,80.0,4,5,45000.0
6360,Яшнободский,3,121.0,2,8,116001.0
6361,Учтепинский,1,38.0,4,4,25000.0
6362,Чиланзарский,2,63.0,7,9,45000.0
6363,Чиланзарский,3,66.0,4,4,49000.0
6364,Учтепинский,2,56.0,4,5,40000.0
6365,Чиланзарский,3,70.0,1,9,61000.0
6366,Учтепинский,2,60.0,5,5,34000.0
6367,Чиланзарский,3,73.0,8,9,38200.0
6368,Чиланзарский,3,65.0,2,4,44500.0
6369,Учтепинский,2,54.0,5,9,38000.0
6370,Чиланзарский,4,105.0,3,9,85000.0
6371,Чиланзарский,5,128.0,1,9,85000.0
6372,Чиланзарский,4,102.0,4,8,78500.0
6373,Учтепинский,4,76.0,5,5,60500.0
6374,Чиланзарский,1,30.0,4,5,27000.0
6375,Чиланзарский,1,34.0,1,4,27000.0
6376,Чиланзарский,2,42.0,2,4,34500.0
6377,Учтепинский,5,100.0,4,4,54000.0
6378,Чиланзарский,1,26.0,2,4,22500.0
6379,Яшнободский,2,50.0,1,9,53000.0
6380,Чиланзарский,3,80.0,7,9,45500.0
6381,Учтепинский,4,80.0,5,5,52500.0
6382,Учтепинский,2,63.0,1,4,37000.0
6383,Учтепинский,4,80.0,4,5,66500.0
6384,Чиланзарский,4,96.0,7,9,67000.0
6385,Чиланзарский,3,72.0,5,5,41500.0
6386,Чиланзарский,3,80.0,2,4,68000.0
6387,Учтепинский,3,76.0,4,4,55500.0
6388,Чиланзарский,3,70.0,5,5,39000.0
6389,Чиланзарский,2,45.0,2,4,48000.0
6390,Учтепинский,4,100.0,3,5,61500.0
6391,Шайхантахурский,1,25.0,3,5,22000.0
6392,Чиланзарский,2,60.0,9,9,59000.0
6393,Учтепинский,3,62.0,5,5,48000.0
6394,Чиланзарский,3,60.0,5,5,47000.0
6395,Чиланзарский,3,72.0,9,9,36000.0
6396,Учтепинский,4,80.0,4,5,51500.0
6397,Чиланзарский,3,91.0,9,9,42200.0
6398,Чиланзарский,2,80.0,9,9,75000.0
6399,Яшнободский,2,46.0,1,5,25000.0
6400,Юнусабадский,2,56.0,1,4,48000.0
6401,Чиланзарский,2,45.0,4,4,45000.0
6402,Чиланзарский,4,105.0,9,9,58000.0
6403,Чиланзарский,3,72.0,8,9,44000.0
6404,Учтепинский,3,90.0,1,12,51000.0
6405,Чиланзарский,2,59.0,2,9,51000.0
6406,Чиланзарский,2,58.0,7,9,36000.0
6407,Чиланзарский,3,68.0,5,5,47000.0
6408,Учтепинский,3,82.0,11,12,35000.0
6409,Учтепинский,2,45.0,5,5,34000.0
6410,Учтепинский,3,70.0,4,12,51000.0
6411,Чиланзарский,3,90.0,5,9,58400.0
6412,Яккасарайский,3,101.0,1,9,119000.0
6413,Яшнободский,3,65.0,5,5,68000.0
6414,Яккасарайский,2,40.0,3,4,40000.0
6415,Чиланзарский,3,68.0,4,5,50000.0
6416,Яшнободский,2,42.0,3,5,37000.0
6417,Мирабадский,3,63.0,2,4,63000.0
6418,Чиланзарский,2,55.0,1,4,39800.0
6419,Учтепинский,2,48.0,4,5,29500.0
6420,Учтепинский,5,107.0,4,4,68000.0
6421,Чиланзарский,5,106.0,2,5,68000.0
6422,Чиланзарский,3,74.0,3,5,50000.0
6423,Чиланзарский,2,48.0,2,5,41500.0
6424,Чиланзарский,4,140.0,3,9,81500.0
6425,Чиланзарский,4,100.0,3,12,55000.0
6426,Учтепинский,3,65.0,4,4,44000.0
6427,Учтепинский,2,56.0,4,5,54000.0
6428,Учтепинский,2,53.0,1,4,36000.0
6429,Юнусабадский,4,100.0,4,4,72500.0
6430,Учтепинский,3,98.0,2,4,68000.0
6431,Чиланзарский,3,96.0,9,9,63000.0
6432,Чиланзарский,4,93.0,4,4,63500.0
6433,Чиланзарский,2,60.0,9,9,49500.0
6434,Чиланзарский,5,82.0,4,4,72000.0
6435,Учтепинский,5,120.0,9,9,52000.0
6436,Учтепинский,4,80.0,6,9,59500.0
6437,Чиланзарский,1,25.0,2,4,24000.0
6438,Учтепинский,3,72.0,3,9,45000.0
6439,Учтепинский,4,94.0,9,9,45000.0
6440,Учтепинский,3,65.0,4,9,47500.0
6441,Яшнободский,1,43.0,4,9,26900.0
6442,Учтепинский,4,78.0,5,5,47300.0
6443,Яккасарайский,4,185.0,4,8,168000.0
6444,Чиланзарский,4,85.0,3,4,52500.0
6445,Чиланзарский,4,72.0,4,4,55500.0
6446,Мирзо-Улугбекский,4,130.0,4,4,95000.0
6447,Чиланзарский,4,76.0,2,4,68000.0
6448,Чиланзарский,4,80.0,3,4,54000.0
6449,Учтепинский,2,48.0,4,4,31000.0
6450,Чиланзарский,2,66.0,3,9,47000.0
6451,Чиланзарский,2,46.0,4,5,37000.0
6452,Учтепинский,1,42.0,5,5,26000.0
6453,Учтепинский,4,110.0,3,3,91000.0
6454,Чиланзарский,4,110.0,3,4,105000.0
6455,Чиланзарский,3,70.0,4,4,39500.0
6456,Чиланзарский,3,68.0,2,5,53500.0
6457,Чиланзарский,3,60.0,3,5,47000.0
6458,Чиланзарский,3,58.0,1,4,39000.0
6459,Мирзо-Улугбекский,4,110.0,5,9,85000.0
6460,Юнусабадский,4,90.0,2,4,72000.0
6461,Яккасарайский,3,80.0,6,8,45000.0
6462,Чиланзарский,1,30.0,2,4,25000.0
6463,Мирабадский,3,72.0,1,2,40000.0
6464,Олмазорский,3,71.0,2,9,41000.0
6465,Яккасарайский,2,51.0,4,4,33500.0
6466,Мирабадский,4,90.0,4,4,90000.0
6467,Шайхантахурский,2,48.0,8,9,65000.0
6468,Мирзо-Улугбекский,2,63.0,1,4,43500.0
6469,Мирзо-Улугбекский,2,64.0,6,7,45000.0
6470,Яккасарайский,3,72.0,3,8,94000.0
6471,Яккасарайский,3,80.0,7,10,110000.0
6472,Яшнободский,2,52.0,7,9,44500.0
6473,Мирзо-Улугбекский,2,47.0,2,2,23000.0
6474,Мирабадский,4,121.0,6,10,120000.0
6475,Шайхантахурский,3,80.0,1,3,105000.0
6476,Мирабадский,4,150.0,3,12,140000.0
6477,Учтепинский,2,70.0,4,5,41500.0
6478,Учтепинский,2,70.0,4,5,41500.0
6479,Мирабадский,3,80.0,7,9,60000.0
6480,Чиланзарский,2,37.0,1,4,41000.0
6481,Чиланзарский,4,95.0,2,4,83000.0
6482,Учтепинский,2,56.0,1,4,40500.0
6483,Учтепинский,3,68.0,1,4,40000.0
6484,Учтепинский,2,45.0,3,4,35000.0
6485,Чиланзарский,3,68.0,3,5,48500.0
6486,Учтепинский,4,80.0,3,4,52500.0
6487,Мирабадский,4,178.0,3,7,310000.0
6488,Мирзо-Улугбекский,2,46.0,4,4,38000.0
6489,Юнусабадский,3,148.0,2,8,136000.0
6490,Мирабадский,3,115.0,4,7,157550.0
6491,Олмазорский,3,72.0,5,9,46000.0
6492,Мирабадский,2,94.0,4,7,128780.0
6493,Юнусабадский,3,58.0,1,4,36000.0
6494,Юнусабадский,4,90.0,2,4,53000.0
6495,Юнусабадский,4,176.0,6,8,167200.0
6496,Мирзо-Улугбекский,2,115.0,4,5,93000.0
6497,Яшнободский,4,92.0,4,4,54000.0
6498,Яшнободский,2,46.0,1,3,29500.0
6499,Юнусабадский,3,131.0,3,8,128000.0
6500,Учтепинский,2,53.0,4,5,39500.0
6501,Юнусабадский,3,65.0,3,4,76000.0
6502,Мирзо-Улугбекский,1,38.0,4,4,21000.0
6503,Мирзо-Улугбекский,3,79.0,4,5,53000.0
6504,Мирзо-Улугбекский,2,46.0,4,4,30500.0
6505,Яшнободский,5,133.0,4,9,79000.0
6506,Сергелийский,3,80.0,3,7,50000.0
6507,Яшнободский,2,62.0,8,9,29900.0
6508,Чиланзарский,1,32.0,4,4,27500.0
6509,Мирзо-Улугбекский,2,42.0,3,4,32000.0
6510,Яшнободский,1,30.0,3,5,21000.0
6511,Сергелийский,2,52.0,1,7,35000.0
6512,Мирзо-Улугбекский,3,62.0,5,5,35000.0
6513,Мирзо-Улугбекский,2,51.0,4,4,30000.0
6514,Юнусабадский,2,72.0,9,9,42108.0
6515,Мирзо-Улугбекский,2,50.0,1,5,31000.0
6516,Мирзо-Улугбекский,2,60.0,3,5,30500.0
6517,Юнусабадский,3,80.0,8,9,4240000.0
6518,Мирзо-Улугбекский,2,48.0,4,4,28000.0
6519,Мирзо-Улугбекский,2,42.0,2,5,33500.0
6520,Яккасарайский,4,100.0,1,9,90000.0
6521,Яшнободский,2,48.0,3,5,34000.0
6522,Мирабадский,3,88.0,5,5,49000.0
6523,Мирабадский,4,120.0,1,4,135000.0
6524,Чиланзарский,2,50.0,1,4,35500.0
6525,Мирзо-Улугбекский,2,55.0,2,4,35000.0
6526,Мирзо-Улугбекский,5,100.0,4,4,48000.0
6527,Чиланзарский,1,33.0,4,4,25000.0
6528,Яккасарайский,2,78.0,1,4,85000.0
6529,Юнусабадский,1,42.0,1,5,28500.0
6530,Мирзо-Улугбекский,2,50.0,4,4,26500.0
6531,Шайхантахурский,3,68.37,2,9,56000.0
6532,Мирзо-Улугбекский,4,92.0,3,5,61000.0
6533,Чиланзарский,2,63.0,1,5,45000.0
6534,Чиланзарский,2,58.0,1,9,35000.0
6535,Шайхантахурский,1,70.0,6,7,60000.0
6536,Учтепинский,2,56.0,6,9,34500.0
6537,Юнусабадский,1,50.0,7,9,37500.0
6538,Мирабадский,1,43.0,4,8,52000.0
6539,Мирабадский,2,53.0,9,10,48000.0
6540,Юнусабадский,3,72.0,4,9,78000.0
6541,Яккасарайский,3,105.0,5,9,135000.0
6542,Учтепинский,2,50.0,3,6,
6543,Сергелийский,2,42.0,5,7,35000.0
6544,Яккасарайский,2,49.0,4,5,36000.0
6545,Шайхантахурский,7,320.0,7,7,130000.0
6546,Яшнободский,3,61.91,8,9,50027.0
6547,Яшнободский,2,53.1,3,6,34326.0
6548,Мирзо-Улугбекский,2,39.9,4,9,21823.0
6549,Мирзо-Улугбекский,2,50.3,5,9,27511.0
6550,Мирзо-Улугбекский,2,41.4,5,9,22379.0
6551,Яшнободский,2,52.5,3,9,42423.0
6552,Яшнободский,4,104.1,5,9,84119.0
6553,Яшнободский,2,76.0,2,9,61413.0
6554,Мирзо-Улугбекский,1,26.4,5,9,14439.0
6555,Шайхантахурский,2,50.0,8,12,31000.0
6556,Сергелийский,2,54.0,6,7,34075.0
6557,Юнусабадский,3,78.0,4,5,43000.0
6558,Чиланзарский,2,46.0,3,4,40000.0
6559,Чиланзарский,2,54.0,2,4,39500.0
6560,Чиланзарский,1,33.0,2,4,34000.0
6561,Чиланзарский,3,62.0,2,4,52500.0
6562,Чиланзарский,3,78.0,9,9,53500.0
6563,Чиланзарский,2,55.0,4,4,36500.0
6564,Учтепинский,3,72.0,5,5,42400.0
